last,first,middle,TITLE,ORCID,scholar
Legate,Nicole,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,0000-0001-8086-9643,
Ghelfi,Eric,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Christopherson,Cody,D.,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Urry,Heather,L.,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Lenne,Richie,L.,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Ann Fischer,Mary,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Wagemans,Fieke,M. A.,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Wiggins,Brady,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Barrett,Tamara,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Bornstein,Michelle,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
de Haan,Bianca,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Guberman,Joshua,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Issa,Nada,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Kim,Joan,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Na,Elim,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
O’Brien,Justin,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Paulk,Aidan,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Peck,Tayler,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Sashihara,Marissa,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Sheelar,Karen,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Song,Justin,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Steinberg,Hannah,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Sullivan,Dasan,NA,reexamining the effect of gustatory disgust on moral judgment a multilab direct replication of eskine kacinik and prinz 2011,NA,
Díaz-Lago,Marcos,NA,registered replication report dijksterhuis and van knippenberg 1998,0000-0001-6423-0524,
Lantian,Anthony,NA,registered replication report dijksterhuis and van knippenberg 1998,0000-0001-7855-3914,
Philipp,Michael,C.,registered replication report dijksterhuis and van knippenberg 1998,0000-0001-8203-8018,
Cannon,Peter,R.,registered replication report dijksterhuis and van knippenberg 1998,0000-0001-9462-4292,
Frankowska,Natalia,NA,registered replication report dijksterhuis and van knippenberg 1998,0000-0001-9487-0629,
Drummond,Aaron,NA,registered replication report dijksterhuis and van knippenberg 1998,0000-0002-2386-072X,
Steffens,Niklas,K.,registered replication report dijksterhuis and van knippenberg 1998,0000-0002-3990-2592,
Zerhouni,Oulmann,NA,registered replication report dijksterhuis and van knippenberg 1998,0000-0002-4026-1921,
Tamayo,Ricardo,M.,registered replication report dijksterhuis and van knippenberg 1998,0000-0002-8678-0145,
Denson,Thomas,F.,registered replication report dijksterhuis and van knippenberg 1998,0000-0002-9620-4280,
Cantarero,Katarzyna,NA,registered replication report dijksterhuis and van knippenberg 1998,0000-0003-2720-484X,
Klein,Olivier,NA,registered replication report dijksterhuis and van knippenberg 1998,0000-0003-2737-8049,
Moore-Berg,Samantha,NA,registered replication report dijksterhuis and van knippenberg 1998,0000-0003-2972-2288,
Szollosi,Aba,NA,registered replication report dijksterhuis and van knippenberg 1998,0000-0003-3457-542X,
Pollmann,Monique,M. H.,registered replication report dijksterhuis and van knippenberg 1998,0000-0003-3918-0646,
O’Donnell,Michael,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Nelson,Leif,D.,registered replication report dijksterhuis and van knippenberg 1998,NA,
Ackermann,Evi,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Akhtar,Athfah,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Aldrovandi,Silvio,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Alshaif,Nasseem,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Andringa,Ronald,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Aveyard,Mark,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Balatekin,Nursena,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Baldwin,Scott,A.,registered replication report dijksterhuis and van knippenberg 1998,NA,
Banik,Gabriel,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Białobrzeska,Olga,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Boot,Walter,R.,registered replication report dijksterhuis and van knippenberg 1998,NA,
Braithwaite,Scott,R.,registered replication report dijksterhuis and van knippenberg 1998,NA,
Briggs,Jessie,C.,registered replication report dijksterhuis and van knippenberg 1998,NA,
Budd,Desiree,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Budzik,Kathryn,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Bullens,Lottie,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Bulley,Richard,L.,registered replication report dijksterhuis and van knippenberg 1998,NA,
Cesario,Joseph,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Chambers,Stephanie,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Chekroun,Peggy,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Chong,Clara,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Cleeremans,Axel,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Coulthard,Jacob,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Cramwinckel,Florien,M.,registered replication report dijksterhuis and van knippenberg 1998,NA,
DiDonato,Theresa,E.,registered replication report dijksterhuis and van knippenberg 1998,NA,
Eberlen,Julia,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Ebersbach,Titus,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
Finnigan,Katherine,M.,registered replication report dijksterhuis and van knippenberg 1998,NA,
Fisher,Justin,NA,registered replication report dijksterhuis and van knippenberg 1998,NA,
